Text,Datetime,Location,Hashtags,polarity,subjectivity
taught song eff zumavote,17:08:08 16:42:43,Cape Town,"['EFF', 'ZumaVote']",0.0,0.0
todays ancnec vote go wire split anc two camps captured yet captured eff da,17:05:28 09:30:39,"Port Elizabeth, South Africa","['EFF', 'DA']",0.0,0.0
guptaleaks emails still reducle eff voting anc metros,17:06:03 07:43:45,"Mbilwi, South Africa","['GuptaLeaks', 'EFF', 'ANC']",0.0,0.0
nquthu eff malema vote anc wednesday show come 2019 zn,17:05:22 14:11:26,South Africa,"['Nquthu', 'EFF']",0.0,0.0
nquthu eff malemaif want continue life unemployment go vote one head looks like butternut,17:05:22 14:08:08,South Africa,"['Nquthu', 'EFF']",0.0,0.0
nquthu eff malemathe problem voting since 1994 things differently youll see change zn,17:05:22 13:54:52,South Africa,"['Nquthu', 'EFF']",0.0,0.6
nquthu eff malema must know vote anc wednesday youre voting zumas kraal zn,17:05:22 13:54:00,South Africa,"['Nquthu', 'EFF']",0.0,0.0
voted municipal byelections eff,17:08:23 18:33:30,"Johannesburg, South Africa",['EFF'],0.0,0.0
anc eff lock horns easterncape byelection wednesday gtgt election iec byelection,17:08:21 12:23:22,"Port Elizabeth, South Africa","['ANC', 'EFF', 'EasternCape', 'election', 'IEC', 'byelection']",0.0,0.0
abstaining 2019elections wont solve problem hv go vote anc even means vote eff anc time,17:04:14 06:08:49,"Cape Town, South Africa","['2019elections', 'ANC', 'EFF', 'ANC']",0.0,0.0
one finds contradictory effvoters call da racist ask eviction white sans breath,17:08:12 09:52:43,"Johannesburg, South Africa","['EFF', 'DA', 'racist']",0.0,0.0
indeed everyone vote eff,17:08:12 07:21:45,Johannesburg,['EFF'],0.0,0.0
thread hypocrisy eff dissolveparliament discussion earlyelection snapelection,17:08:11 21:34:04,"Johannesburg, South Africa","['EFF', 'DissolveParliament', 'EarlyElection', 'SnapElection']",0.0,0.0
eff udm da cope wishin scothos cat chair voteofnoconfidence igazimzansi,17:04:16 20:28:13,"Cape Town, South Africa","['EFF', 'UDM', 'DA', 'COPE', 'VoteOfNoConfidence', 'IgaziMzansi']",0.0,0.0
admit malemas opposition earlyelection baseless eff anc da dissolveparliament,17:08:11 12:01:41,"Johannesburg, South Africa","['Malema', 'EarlyElection', 'EFF', 'ANC', 'DA', 'DissolveParliament']",0.0,0.0
vote secretballot granted concourt think voteofnoconfidence zuma succeed anc da eff,17:04:19 00:17:09,South Africa,"['SECRETBALLOT', 'ConCourt', 'voteofnoconfidence', 'Zuma', 'ANC', 'DA', 'EFF']",0.0,0.0
wont happen refused eff votes amending land issue recently 4get 3rd termthis zimbabwe,17:04:21 07:36:34,"MIDRAND,SOUTH AFRICA","['EFF', 'Land', 'Zimbabwe']",0.0,0.125
look juju love court parliament must go ill make woodwork minister eff zumavote,17:08:11 07:35:20,Cape town,"['EFF', 'ZumaVote']",0.0,0.8
caught sleeping jz version ret copy eff land grab nationalisation get votes unconstitutional,17:05:03 07:14:49,South Africa,['EFF'],0.0,0.0
must commend eff voting da da delivering joburg mayor joburgsoca17 restored hope gud governance,17:05:04 06:16:13,"Johannesburg, South Africa","['EFF', 'DA', 'JoburgSoca17']",0.0,0.0
dreaming anc eff udm join forces one struggle vote days lengineer,17:05:14 17:19:38,"Johannesburg, South Africa","['ANC', 'EFF', 'UDM', 'lengineer']",0.0,0.0
het jy dalk oorgeloop eff toe budgetvote2017 ruraldevelopment landreform,17:05:19 07:57:36,Cape Town,"['EFF', 'BudgetVote2017', 'ruraldevelopment', 'landreform']",0.0,0.0
counting eff da 2 oppose thy use 2019 electioneering dont blieve opposition risk disclosure,17:05:19 11:02:30,South Africa,"['EFF', 'DA']",0.0,0.0
malemas eff spreading untruths da cant dissolveparliament earlyelection,17:08:10 19:49:54,"Johannesburg, South Africa","['Malema', 'EFF', 'DA', 'DissolveParliament', 'EarlyElection']",0.0,0.0
contrary malemas eff claims possible earlyelection dissolveparliament,17:08:10 19:44:45,"Johannesburg, South Africa","['Malema', 'EFF', 'EarlyElection', 'DissolveParliament']",0.0,1.0
president julius malema help white voter via eff malema da news anc,17:05:21 10:20:59,South Africa,"['SouthAfrica', 'EFF', 'Malema', 'DA', 'News', 'ANC']",0.0,0.0
dissolveparliament earlyelection anc da eff,17:08:10 19:13:01,"Johannesburg, South Africa","['DissolveParliament', 'EarlyElection', 'ANC', 'DA', 'EFF']",0.0,0.0
nquthu eff malemaon wednesday want vote eff willingness eff dont buy people,17:05:22 13:48:44,South Africa,"['Nquthu', 'EFF']",0.0,0.0
nquthu eff malema vote must vote critically deny water deny life,17:05:22 13:51:42,South Africa,"['Nquthu', 'EFF']",0.0,0.8
nquthu eff malema vote wednesday must give anc middle finger,17:05:22 13:53:30,South Africa,"['Nquthu', 'EFF']",0.0,0.0
president zuma going anywhere zumavote parliament eff da,17:08:08 08:28:43,"Johannesburg, South Africa","['zumavote', 'Parliament', 'EFF', 'da']",0.0,0.0
still wondering da get votes advises,17:09:12 10:47:35,South Africa,['DA'],0.0,0.0
rt mood eldos stadium da supports dancing kwaito music zumavote noconfidencevote,17:08:08 09:45:47,South Africa,"['DA', 'ZumaVote', 'NoConfidenceVote']",0.0,0.0
vote ndz vote zupta sellouts anc,17:12:03 21:31:46,"Jozi, SA","['NDZ', 'ZUPTA', 'sellouts', 'anc']",0.0,0.0
theres concern anc delegates could bribed exchange votes elective conference,17:12:06 08:47:41,South Africa,['ANC'],0.0,0.0
stealing anc prez election begins surprise starts anckzn,17:12:06 05:32:31,South Africa,"['ANC', 'ANCKZN']",0.0,0.0
voting ndz captured primier league going vote anc oroyl,17:12:05 16:06:55,Soweto,"['ANC', 'OROYL']",0.0,0.0
infographic tallies anc branches across 9 provinces voted,17:12:05 12:34:06,South Africa,['ANC'],0.0,0.0
infographic tallies anc branches across 9 provinces voted,17:12:05 12:33:22,South Africa,['ANC'],0.0,0.0
ramaphosa gets nominations ahead anc leadership vote,17:12:05 10:36:45,Johannesburg,"['SouthAfrica', 'Ramaphosa', 'ANC']",0.0,0.0
mr hollywood zikalala anckzn hasnt quite got yet crew illegitimate virtue court 1 man 1 vote anc bullying killings,17:12:05 05:25:44,South Africa,"['Zikalala', 'ANCKZN', 'ANC']",0.0,0.0
anc party constitution requires 90 voting delegates must branches 509 delegates leagues nec pecs well exofficio members 12,17:12:04 18:16:30,Johannesburg,['ANC'],0.0,0.0
anc leadership election branch organs delegates voting decide dont count cattle kraal,17:12:04 18:07:55,Johannesburg,['ANC'],0.0,0.0
ndz gets anc vote like robertgrace situation ancconference,17:12:04 16:16:45,South Africa,"['NDZ', 'ANC', 'ANCConference']",0.0,0.0
mantashe says nobody vote unity ballot box mantashe says convert unity peoples namesanc,17:12:04 13:33:00,"Barberton, South Africa",['ANC'],0.0,0.0
anclimpopopgc nominates cyril ramaphosa anc president 391 votes nkosazana dlaminizuma received 104 votes,17:12:04 13:05:41,South Africa,"['ANCLimpopoPGC', 'ANC']",0.0,0.0
anc mantashe says nobody vote unity ballot box mantashe says convert unity peoples names,17:12:04 12:33:25,Midrand,['ANC'],0.0,0.0
dlaminizuma definitely next president anc deliver 2019 elections opposition silver platter vote ndz17 ret supportret,17:12:04 12:21:02,South Africa,"['DlaminiZuma', 'president', 'ANC', 'elections', 'Vote', 'NDZ17', 'RET', 'SupportRET']",0.0,0.0
vote sacp essentially vote anc however may huff puff anc,17:12:03 21:09:03,"Cape Town, South Africa","['SACP', 'ANC']",0.0,0.3
anc going rig votes favour ndz watch space anccorruption,17:12:07 06:41:00,"Centurion, South Africa",['ANC'],0.0,0.0
reason anc going take hiding elections2019,17:12:03 16:42:07,South Africa,"['ANC', 'Elections2019']",0.0,0.0
infograpghic voting work anc conference,17:12:03 12:23:41,South Africa,['ANC'],0.0,0.0
unbelievabledoes anc learn nothing registering election results coming people sending message 2019election,17:12:03 12:13:21,"Johannesburg, South Africa","['anc', '2019election']",0.0,0.0
fundamental floors anc functions theirstategies2uniteralsofloored voters want truth may b forgiving whydoeszumahvesomuchpoweroverthem theyrekneedeepinthebrownstuff2makesense,17:12:03 07:29:17,South Africa,"['ANC', 'TheirStategies2UniteRAlsoFloored', 'WhyDoesZumaHveSoMuchPowerOverThem', 'TheyreKneeDeepInTheBrownStuff2MakeSense']",0.0,0.0
unfortunately abstain give anc vote better vote opposition party try bring balance government,17:12:03 06:59:03,South Africa,['ANC'],0.0,0.75
anc gauteng nominates dp cyrilramaphosa prefered candidate party president received majority votes gppgc sabcnews,17:12:02 18:37:36,South Africa,"['ANC', 'CyrilRamaphosa', 'GPPGC', 'sabcnews']",0.0,0.0
anc going backwards zuma thankfully dont fire opposition need votes brings,17:12:02 18:27:01,South Africa,"['ANC', 'ZUMA']",0.0,0.0
well said lets hope people show discontent anc voting come 2019 timewilltell ancfailures ancorruption ancmustfall,17:12:01 14:34:34,South Africa,"['ANC', 'timewilltell', 'ANCFailures', 'ANCorruption', 'ANCMustFall']",0.0,0.0
air unity slate amassed votes mpumalanga province send secondlargest delegation ancs elective conference reporter mbombela dstv 403,17:12:01 13:04:44,South Africa,"['Mpumalanga', 'ANC', 'DSTv']",0.0,0.0
ifp beats anc kzn byelection,17:12:01 08:47:39,South Africa,"['IFP', 'ANC']",0.0,0.0
anc gonna carry project building 6million rand graveyard metsimaholo anc byelections,17:12:01 08:06:50,South Africa ,"['Metsimaholo', 'ANC', 'By_Elections']",0.0,0.0
commission enquiry antitranformation court rulings need established sabcmultichoice eskom ancelections statecapture municipalinstability,17:12:01 08:00:05,South Africa,"['sabc', 'eskom', 'ANC', 'state', 'Municipal']",0.0,0.0
anc hopes eff vote getting rid hermanmashaba,17:12:01 07:27:55,"Vosloorus , South Africa","['ANC', 'EFF', 'HermanMashaba']",0.0,0.0
people jimmy voted da eff representatives parties realized anc involved corruption self enrichment programs therefore made call viva democracy viva,17:12:01 06:18:35,"Cape Town, South Africa","['DA', 'EFF', 'ANC', 'CORRUPTION', 'democracy']",0.0,0.0
tweeted projections count trying shock opponent anc preelection surrender,17:12:06 13:08:04,Johannesburg,['ANC'],0.0,0.0
anc election result going see bye bye ramaphosa womanizer tricks nativeblacks suffering wmc supporter government leroux,17:12:07 12:01:51,South Africa,"['ANC', 'Ramaphosa', 'Womanizer', 'NativeBlacks', 'WMC', 'Government']",0.0,0.0
todays cartoon bethuel mangena handsoffmashaba handsofftrollip eff anc da noconfidencevote news,17:12:01 04:19:39,South Africa,"['HandsOffMashaba', 'HandsOffTrollip', 'EFF', 'ANC', 'DA', 'noconfidencevote']",0.0,0.0
update application nullify anc eastern cape pec dismissed ancpresidentialelection electiveconference anc pec oscarmabunyane ecchairperson phumulomasualle cyrilramaphosa,17:12:12 09:02:14,South Africa,"['ANCPresidentialElection', 'ElectiveConference', 'ANC', 'PEC', 'OscarMabunyane', 'ECChairperson', 'PhumuloMasualle', 'CyrilRamaphosa']",0.0,0.0
anc voting process nasrec,17:12:13 18:42:30,"Johannesburg, South Africa","['ANC', 'Nasrec']",0.0,0.0
im amazed many anc ministers call rule law tasked sorting corrupt jz voted stay power,17:12:13 18:32:12,"Johannesburg, South Africa","['ANC', 'JZ']",0.0,0.75
adds complexity election anc leader themoneyshow statecapture presidentzuma,17:12:13 17:37:50,"Gauteng, South Africa","['ANC', 'TheMoneyShow', 'StateCapture', 'PresidentZuma']",0.0,0.0
anc leader implications economy 2019 elections anc sanews,17:12:13 10:34:08,South Africa,"['ANC', 'SANews']",0.0,0.0
anc votebuying furore,17:12:13 09:48:27,"Pretoria, South Africa",['ANC'],0.0,0.0
character president elected anc prevent cabal continue vote elections2019,17:12:13 09:28:39,"Cape Town, South Africa","['ANC', 'Elections2019']",0.0,0.0
killzuma disrupting plans wmc big time balanced discussion whitemonopolycapital would kill stop ret anc delegates must read book vote fundamental,17:12:13 06:01:27,South Africa,"['KillZuma', 'WMC', 'WhiteMonopolyCapital', 'RET', 'ANC']",0.0,0.1
votebuying corruption crooked anc zumaanc,17:12:13 05:52:18,pretoria,"['votebuying', 'corruption', 'crooked', 'anc', 'zumaANC']",0.0,0.1
anc votebuying furore,17:12:13 05:32:27,"Cape Town, South Africa",['ANC'],0.0,0.0
anc votebuying furore via,17:12:13 04:56:05,"Pretoria, South Africa",['ANC'],0.0,0.0
spokesperson mbuyiseni ndlozi says nonattendance sacp anc council meeting reiterates sacps support alliance even though contested elections metsimaholo,17:12:12 14:39:05,Midrand,"['SACP', 'ANC', 'Metsimaholo']",0.0,0.0
anc vote process open abuse anc,17:12:12 14:01:24,Brakpan,['ANC'],0.0,0.5
anc votesforcash,17:12:12 13:31:54,south africa,"['ANC', 'Votesforcash']",0.0,0.0
markets look forward fed rate decision tomorrow domestic traders likely fence anc party leader election weekend investing jse,17:12:12 09:53:51,Cape Town,"['ANC', 'investing', 'JSE']",0.0,0.55
going support team womanizers coming anc elections think imagine future would create nation ramaphosaleaks gwedeuncleclit gwedesexscandal gwedeblesser gwedemantashe sugardaddy,17:12:12 08:17:17,South Africa,"['Womanizers', 'ANC', 'nation', 'Ramaphosaleaks', 'GwedeUncleClit', 'GwedeSexScandal', 'GwedeBlesser', 'GwedeMantashe', 'SugarDaddy']",0.0,0.125
anc mbalula says anc hurts people boycott elections stay away cm,17:12:07 12:19:55,South Africa,['ANC'],0.0,0.0
anc delegates voting either nkosazana dlamini zuma cyril ramaphosa leader anc government ancconference anc54 ancec politics anc,17:12:12 05:12:24,"Johannesburg, South Africa","['government', 'ANCConference', 'ANC54', 'ANCEC', 'southafrica', 'politics', 'anc']",0.0,0.0
care anc provincial levels voted come 2019 elections ancfs,17:12:11 21:15:30,Midrand ,"['ANC', 'ANCFS']",0.0,0.0
air votebuying anc become concern last week deputy president cyril ramaphosa said hearing stories members approached money cars joined political analyst professor dstv 403,17:12:11 17:33:51,South Africa,"['ANC', 'Ramaphosa', 'DStv']",0.0,0.0833333333333333
voting anc come 2019 leading presidential anc candidate favour minority party must expect vote,17:12:11 09:12:32,"Temba, South Africa",['ANC'],0.0,0.0
lee challenges anc neverwillwevoteancagain,17:12:10 21:21:23,johannesburg,"['ANC', 'NeverWillWeVoteANCAgain']",0.0,0.0
enough money grow economy problem greed enrich taking others ndz17 takes anc breaks rule put utat zuma know forcing us vote anc2019,17:12:10 06:16:37,South Africa,"['NDZ17', 'ANC', 'ANC2019']",0.0,0.5
anc54 anc election fight two ideologies dlaminizuma ret ramaphosa wmc deal ndz17 cr17 ramaphosaleaks,17:12:10 04:44:00,South Africa,"['ANC54', 'ANC', 'DlaminiZuma', 'RET', 'Ramaphosa', 'NDZ17', 'CR17', 'RamaphosaLeaks']",0.0,0.0
coopted voted members baleka motlanthe time anyway tweet anc president leading structure within party,17:12:09 22:27:21,"Moletjie,Midrand,South Africa",['ANC'],0.0,0.0
bathabiledlaminithe ancwl whose costing anc votesi like itkeep talking kak bathabiledlamini,17:12:09 19:08:46,South Africa,"['BathabileDlaminiThe', 'ANCWL', 'ANC', 'BathabileDlamini']",0.0,0.0
another reason anc must lose next elections seems ancwlancylmkmva feeling heat,17:12:09 17:13:22,South Africa,"['ANC', 'ANCWL']",0.0,0.0
branches decided delegates vote conference anc ancconference,17:12:08 18:19:13,Cape Town,"['ANC', 'ANCConference']",0.0,0.0
dont hold breath appeal guarenteed sack ramaphosa another midnight reshuffle installing ndz17 steal anc election bases covered nddp nxasanajudgment shaunabrahams zuma,17:12:08 14:37:11,South Africa,"['Ramaphosa', 'NDZ17', 'ANC', 'NDDP', 'NxasanaJudgment', 'ShaunAbrahams', 'Zuma']",0.0,0.0
ramaphosa buying votes disease anc,17:12:08 04:51:25,"East London, South Africa","['Ramaphosa', 'ANC']",0.0,0.0
anc mbalula says future people want anc presidents may elected screened interviewed branches vote cm,17:12:07 12:49:08,South Africa,['ANC'],0.0,0.125
people jimmy voted da eff representatives parties realized anc involved corruption self enrichment programs therefore made call viva democracy viva,17:12:01 06:15:39,"Cape Town, South Africa","['DA', 'EFF', 'ANC', 'CORRUPTION', 'democracy']",0.0,0.0
hermanmashaba thanked eff voting anc motion multiparty government would signal beginning city johannesburg,17:12:01 03:04:58,Midrand,"['HermanMashaba', 'EFF', 'ANC']",0.0,0.0
nkandla people reason vote anc zuma queue thepresidentskeepers savesa,17:11:11 06:20:55,south africa,"['ANC', 'Zuma', 'ThePresidentsKeepers', 'SaveSA']",0.0,0.0
anc wash zuma exactly 20th december jan 8 statement 2018 future election campaigns saving tweet,17:11:20 12:18:52,Cape Town,"['ANC', 'Zuma']",0.0,0.0625
hope people keep thieves power use voices vote anc b saved look da fixing jhb know b,17:11:25 06:05:52,South Africa,"['anc', 'DA']",0.0,0.0
ancdsg need one voice say vote anc,17:11:24 14:44:44,South Africa,"['ANCDSG', 'ANC']",0.0,0.0
race anc voters limpopo bemoan poverty levels,17:11:23 20:55:55,South Africa,"['ANC', 'Limpopo']",0.0,0.0
would seeing manner anc bgms ar conducted manipulated encourage masses vote 2019 stay indoors,17:11:23 19:55:29,"Iqadi, South Africa","['Would', 'SA', 'ANC', 'Masses']",0.0,0.0
poll anc restore respect democratic values south africa vote,17:11:23 06:50:34,"Durban, South Africa","['POLL', 'ANC']",0.0,0.0
investors business community want see cyril ramaphosa president anc ramaphosa grow economy faster vote retweet majozipoll,17:11:22 15:32:27,"Johannesburg, South Africa","['ANC', 'Ramaphosa', 'MajoziPoll']",0.0,0.0
anc mantashe says elections second conference nec last,17:11:22 13:09:41,Midrand,['ANC'],0.0,0.0333333333333333
anc mantashe says counting votes done thru manual avoid complications says delegates wont allowed take pics ballots,17:11:22 13:06:30,"Soweto, South Africa",['ANC'],0.0,0.0
mejim smalema lets vote anc anc today one parents voted 1994,17:11:22 12:07:46,Germiston,['ANC'],0.0,0.0
zuma steal anc dec election could see derriere faster mugabe found line sand ramaphosa,17:11:22 08:46:06,South Africa,"['Zuma', 'ANC', 'Mugabe', 'Ramaphosa']",0.0,0.0
smalema rather voting eff rather go back anc wena julius wa tshosa u collapse country within minutes u getting power,17:11:22 08:08:19,"Mabopane, South Africa","['EFF', 'ANC', 'Power']",0.0,0.0
mugaberesigns man never dictator party every elections party always chose lead like buthelezi asked ifp lead 30 years zanupf kept voted anc please learn,17:11:21 19:48:27,"Polokwane, South Africa","['MugabeResigns', 'Buthelezi', 'IFP', 'ZanuPF', 'ANC']",0.0,0.0
next follow president robertmugabe captured anc 2019national elections,17:11:21 19:08:57,South Africa,"['RobertMugabe', 'ANC', '2019national']",0.0,0.0
remember anc donated state power guptas 2019 peaple reclaim votes viva change anc must fall,17:11:21 05:22:49,midvaal,['ANC'],0.0,0.0
dear zuma please fire cyrilramaphosa replace nkosazanadlaminizuma elections wanna see anc guts fire,17:11:20 04:15:42,South Africa,"['Zuma', 'CyrilRamaphosa', 'NkosazanaDlaminiZuma', 'ANC']",0.0,0.0
ndz victory supportret supportblf supportndz vote ndz17 anc savesa sm,17:11:26 09:57:32,South Africa,"['NDZ', 'SupportRET', 'SupportBLF', 'SupportNDZ', 'Vote', 'NDZ17', 'ANC']",0.0,0.0
pf pf able recall cde araa gee mugabe failed recall jz ndz jz must take lesson wont vote anc ndz,17:11:19 16:15:46,"Tshwane, South Africa","['JZ', 'NDZ', 'ANC', 'NDZ']",0.0,0.4625
ncama anc still power vote 2019,17:11:19 15:06:10,"Cape Town, South Africa",['ANC'],0.0,0.0
lets remind opposition parties members didnt vote individuals voted policies programes anc defend protect democracy anc faught,17:11:19 12:05:58,Pretoria,"['ANC', 'ANC']",0.0,0.0
mpumalanga anc voters fed corruption party province,17:11:16 16:55:11,South Africa,"['Mpumalanga', 'ANC']",0.0,0.0
mpumalanga anc voters fed corruption party province affect nominate december2017 electiveconference,17:11:16 13:11:32,South Africa,"['Mpumalanga', 'ANC', 'december2017', 'electiveconference']",0.0,0.0
state anc govt voted people,17:11:16 12:33:31,"MIDRAND,SOUTH AFRICA",['ANC'],0.0,0.0
anc retains seats gauteng western cape byelections,17:11:16 10:36:31,South Africa,['ANC'],0.0,0.0
anc voters means,17:11:16 05:51:56,"Pretoria, South Africa",['ANC'],0.0,0.0
zimbabwecoup actually took place years ago mbeki anc allowed mugabe steal election,17:11:15 16:58:26,"Cape Town, South Africa","['ZimbabweCoup', 'Mbeki', 'ANC', 'Mugabe']",0.0,0.1
names ndz choice anc president sm ndz17 votendz17 ret savesa,17:11:15 05:48:33,"Johannesburg, South Africa","['NDZ', 'ANC', 'NDZ17', 'VoteNDZ17', 'RET']",0.0,0.0
total voting delegates anc conference 5240 90 branches 10 leagues nec exofficio pecs therefore 4731 branches 509 split leagues etc anc2017,17:11:14 10:54:37,"Johannesburg, South Africa","['ANC', 'ANC2017']",0.0,0.75
anc meet eff gain support 2nd vote confidence johannesburgs mayor herman mashaba,17:11:14 02:41:14,"Centurion, South Africa","['ANC', 'EFF', 'Johannesburg', 'Mashaba']",0.0,0.0
heard anc trying get noconfidencevote earth dont us favour focus removing zuma,17:11:13 07:17:29,"Johannesburg, South Africa","['ANC', 'Noconfidencevote', 'Zuma']",0.0,0.0
admission author presidentskeepers agenda influence anc election outcome da,17:11:12 10:13:35,South Africa,"['PresidentsKeepers', 'ANC']",0.0,0.0
da wake dont vote cause agree enough anc corruption wanted take away public purse anc make sense,17:11:25 07:53:28,South Africa,['ANC'],0.0,0.2833333333333333
ndz victory supportret ret blf ndz17 anc president election sm,17:11:26 10:36:43,"Randburg, South Africa","['NDZ', 'SupportRET', 'RET', 'BLF', 'NDZ17', 'ANC', 'PRESIDENT', 'ELECTION']",0.0,0.0
hermanmashaba thanked eff voting anc motion multiparty government would signal beginning city johannesburg,17:12:01 03:04:58,"Pretoria, South Africa","['HermanMashaba', 'EFF', 'ANC']",0.0,0.0
smalema vote anc remove mashaba,17:11:29 12:27:00,South Africa,['ANC'],0.0,0.0
anc done daddy call forever curse timomotoso man fight lord instead gaining votes losing da taking,17:11:30 11:59:23,"Cape Town, South Africa","['ANC', 'TimOmotoso', 'DA']",0.0,0.0
rt cohen nb byelection unfolding metsihaholo projects anc gets thumped da holds 12,17:11:30 11:52:06,Johannesburg ,"['metsihaholo', 'ANC']",0.0,0.0
paralysis grips south africa government anc facing election,17:11:30 10:58:09,"Johannesburg, South Africa",['ANC'],0.0,0.0
lions defeat superrugbyfinal dissapointment nothing compared youll feel da noconfidence vote defeated,17:08:08 10:06:19,South Africa,"['Lions', 'SuperRugbyFinal', 'DA', 'NoConfidence']",0.0,0.0
anc battling metsimaholo vote lot describe collapse,17:11:30 08:40:27,South Africa,['ANC'],0.0,0.0
anc version service delivery voters cabinet ministers mayors argue second car want,17:11:30 07:48:19,South Africa,['ANC'],0.0,0.0
anc choose whoever like president voter last say election2019,17:11:30 07:17:58,South Africa,"['ANC', 'Election2019']",0.0,0.0666666666666666
sacp finally woken reality anc rigging elections since 1999 opposition parties mustnt let slide otherwise happen 2019 metsimaholo,17:11:30 07:14:21,South Africa,"['SACP', 'ANC', 'Metsimaholo']",0.0,1.0
daled coalition faces biggest test yet parties seek trollips head eff holding deciding vote gtgt dacoalition nmbcouncil portelizabeth politics anc,17:11:30 06:42:06,"Port Elizabeth, South Africa","['DA', 'EFF', 'DACoalition', 'NMBCouncil', 'portelizabeth', 'politics', 'ANC']",0.0,0.0
chaos threatens key leadership vote anc,17:11:29 18:39:19,South Africa,"['leadership', 'ANC']",0.0,1.0
watershed moment sacp jettisons anc historic headtohead metsimaholo byelections,17:11:29 15:59:56,South Africa,"['SACP', 'ANC', 'Metsimaholo', 'byelections']",0.0,0.0
vote confidence trolip ngomso news covering thisnowmc always present bay metro eff anc da udm,17:11:29 15:17:52,"Azania, South Africa","['eff', 'anc', 'da', 'udm']",0.0,0.0
icymi david vs goliath battle metsimaholo byelection sacpvsanc sacp anc,17:11:29 14:40:11,South Africa,"['SACPvsANC', 'SACP', 'ANC']",0.0,0.0
icymi david vs goliath battle metsimaholo byelection sacpvsanc sacp anc,17:11:29 12:36:29,South Africa,"['SACPvsANC', 'SACP', 'ANC']",0.0,0.0
smalema vote anc remove mashaba sm savesa newage,17:11:29 11:57:49,South Africa,"['ANC', 'Mashaba']",0.0,0.0
numbers side dr nkosazanadlaminizuma ndz take african national congress anc elective conference next month ret supportret ndz17 vote sm,17:11:26 17:04:22,South Africa,"['NkosazanaDlaminiZuma', 'NDZ', 'African', 'National', 'Congress', 'ANC', 'RET', 'SupportRET', 'NDZ17', 'Vote']",0.0,0.0
yet another court rules anc branch meetings unlawful multiple rulings like multiple provinces makes vote rigging speculation thepresidentskeepers seem farfetched,17:11:29 11:42:57,"Johannesburg, South Africa","['ANC', 'ThePresidentsKeepers']",0.0,0.0
coming anc freestate elective conference cannot go ahead minister desvanrooyen chased voting station metsimaholo sabcnews,17:11:29 11:04:53,"Durban, South Africa","['ANC', 'FreeState', 'DesVanRooyen', 'SABCNews']",0.0,0.0
anc expects support eff noconfidence vote mashaba da gama hermanmashaba,17:11:29 11:02:19,South Africa,"['ANC', 'EFF', 'HermanMashaba']",0.0,0.0
poll anc conduct review bee vote share thoughts us,17:11:29 09:52:19,"Durban, South Africa","['POLL', 'ANC', 'BEE', 'Vote']",0.0,0.0
eff also got transportation tactic anc getting services local taxies transport elderly citizens voting stations,17:11:29 07:36:58,South africa,"['EFF', 'ANC']",0.0,0.0
mainstream media demonstrated bulwarks democracy article pose question many us asking eff going suppoa vote confidence mashaba would serve reinstate corrupt anc jozi countryduty,17:11:29 07:29:34,"Johannesburg, South Africa","['ANC', 'CountryDuty']",0.0,0.75
anc still services several local taxies transporting elderly citizens voting stations,17:11:29 07:29:27,South africa,['ANC'],0.0,0.0
anc sacp going head head metsimaholo today voting started cm,17:11:29 06:05:16,South Africa,"['ANC', 'SACP', 'Metsimaholo']",0.0,0.0
gone victory dlaminizuma numbers side ndz gonna take anc conference next month supportdlaminizuma ndz17 vote ret u agree spread much possible,17:11:29 04:50:16,South Africa,"['DlaminiZuma', 'NDZ', 'ANC', 'SupportDlaminiZuma', 'NDZ17', 'Vote', 'RET']",0.0,0.5
ooh comes anc people informedwe rights dont try things next election,17:11:28 13:24:09,South Africa,['ANC'],0.0,0.0
election sacp go coalition anc metsimaholo,17:11:27 22:10:43,Cape Town,"['SACP', 'ANC', 'Metsimaholo']",0.0,0.0
anc used taxpayers money produce electioneering material conducting municipal leases enquiry rid city syndicates may cheating system keepmakingprogressnmb,17:11:27 15:46:49,"Western Cape, South Africa","['ANC', 'KeepMakingProgressNMB']",0.0,0.0
poll anc enough address patriarchy society genderbased violence vote 16days 16daysofactivism2017 16daysofactivism 16days2017,17:11:27 10:47:23,"Durban, South Africa","['POLL', 'ANC', 'patriarchy', '16days', '16DaysofActivism2017', '16daysofactivism', '16Days2017']",0.0,0.5
could start something slate voting anc conference,17:11:27 06:14:27,Johannesburg,['ANC'],0.0,0.0
makeorbreak time anc chooses leaders ruling party risk losing majority 2019 elections,17:12:14 04:30:01,South Africa,['ANC'],0.0,0.0
race ramaphosa choice gauteng therace cyrilramaphosa nkosazanadlaminizuma electiveconference anc gautengvoters,17:12:14 06:59:49,South Africa,"['TheRace', 'CyrilRamaphosa', 'NkosazanaDlaminiZuma', 'ElectiveConference', 'ANC', 'GautengVoters']",0.0,0.0
remember put zuma power majority south africa dont vote president anc,17:12:14 07:44:56,"Centurion, South Africa","['REMEMBER', 'Zuma', 'ANC']",0.0,0.0
jessie female anc must voted still lots complacency,17:12:18 17:59:29,"Joburg, South Africa",['anc'],0.0,0.1666666666666666
business responds anc election results current challenges ramaphosa face martin kingston busa themba maseko blsa,17:12:19 21:55:15,South Africa,"['ANC', 'Ramaphosa']",0.0,0.4
showdown looming anc national conference tuesday afternoon may call recount votes cast position secretarygeneral,17:12:19 14:09:59,"Bloemfontein, South Africa",['ANC'],0.0,0.0
